크기,무게(ton),속도(km_h),색상,제로백(sec),차량발매연도,정지거리(m)
중형,1.29,115.0,검은색,23.9,2006,74.175
소형,1.06,108.9,초록색,19.0,2005,57.717
중형,1.24,124.3,검은색,26.7,2006,77.066
소형,1.05,101.9,회색,25.9,2018,53.498
대형,1.45,76.3,푸른색,16.4,2015,55.317
소형,0.9,104.0,흰색,8.4,2017,46.8
중형,1.19,109.8,붉은색,27.2,2008,65.331
중형,1.11,107.8,검은색,8.1,2011,59.829
소형,1.08,95.1,푸른색,19.4,2020,51.354
중형,1.15,108.9,푸른색,16.9,2012,62.618
소형,1.06,91.1,흰색,26.7,2007,48.283
대형,1.41,84.8,푸른색,23.8,2016,59.784
중형,1.12,112.7,검은색,14.3,2017,63.112
소형,1.05,81.9,흰색,21.4,2010,42.998
대형,1.35,78.8,분홍색,28.2,2012,53.19
대형,1.36,88.1,분홍색,25.8,2020,59.908
소형,1.07,103.3,검은색,11.5,2014,55.266
대형,1.38,83.3,흰색,26.2,2013,57.477
중형,1.19,98.5,흰색,21.8,2009,58.607
중형,1.2,93.2,회색,18.0,2008,55.92
소형,1.07,83.7,회색,25.8,2009,44.78
대형,1.48,89.3,검은색,28.6,2020,66.082
중형,1.12,96.8,푸른색,14.5,2008,54.208
대형,1.47,70.9,푸른색,27.5,2017,52.112
대형,1.37,74.0,분홍색,18.3,2007,50.69
소형,0.91,100.5,초록색,25.2,2005,45.727
소형,0.9,93.2,푸른색,25.9,2016,41.94
소형,0.99,86.9,초록색,18.3,2006,43.016
소형,0.92,103.8,검은색,29.5,2019,47.748
소형,0.97,103.6,분홍색,14.8,2007,50.246
중형,1.25,97.8,흰색,26.1,2014,61.125
중형,1.25,80.2,분홍색,25.2,2015,50.125
소형,1.0,91.8,초록색,7.9,2019,45.9
소형,1.1,84.2,초록색,9.8,2008,46.31
소형,1.04,90.5,분홍색,16.2,2016,47.06
대형,1.47,82.7,붉은색,22.4,2009,60.785
대형,1.38,76.2,흰색,20.2,2013,52.578
중형,1.23,123.2,초록색,21.7,2016,75.768
중형,1.29,105.3,검은색,23.7,2014,67.919
중형,1.06,85.1,초록색,21.8,2010,45.103
소형,1.06,88.9,푸른색,24.7,2019,47.117
대형,1.49,70.2,초록색,20.5,2017,52.299
중형,1.14,97.2,푸른색,17.7,2021,55.404
소형,0.98,91.5,푸른색,26.5,2018,44.835
소형,1.09,104.7,분홍색,12.1,2018,57.062
중형,1.22,117.7,분홍색,25.6,2012,71.797
소형,1.0,83.5,초록색,20.5,2019,41.75
중형,1.08,106.9,회색,15.7,2015,57.726
소형,0.98,96.6,푸른색,7.0,2015,47.334
대형,1.5,76.3,푸른색,14.7,2010,57.225
대형,1.26,89.1,초록색,27.0,2007,56.133
중형,1.09,111.6,초록색,26.1,2015,60.822
대형,1.37,88.1,검은색,24.5,2016,60.349
중형,1.16,113.6,회색,22.0,2006,65.888
소형,1.04,94.8,붉은색,7.1,2020,49.296
대형,1.26,79.4,검은색,12.5,2015,50.022
대형,1.28,85.3,초록색,19.6,2014,54.592
중형,1.06,96.3,분홍색,22.6,2016,51.039
대형,1.45,82.9,회색,27.9,2013,60.102
중형,1.15,102.6,붉은색,9.6,2005,58.995
대형,1.37,77.4,흰색,7.3,2017,53.019
소형,1.02,86.4,붉은색,9.1,2017,44.064
소형,0.98,103.6,초록색,7.2,2015,50.764
소형,1.0,102.0,흰색,24.0,2006,51.0
소형,0.95,93.3,검은색,18.3,2017,44.318
소형,0.99,108.4,푸른색,27.0,2006,53.658
중형,1.18,98.1,초록색,8.8,2012,57.879
소형,0.92,104.2,붉은색,7.2,2005,47.932
중형,1.3,93.2,붉은색,17.9,2016,60.58
중형,1.11,112.8,회색,28.0,2012,62.604
중형,1.06,88.0,검은색,7.7,2007,46.64
소형,0.96,102.9,회색,8.9,2009,49.392
대형,1.27,77.8,초록색,29.9,2016,49.403
중형,1.1,107.3,푸른색,24.7,2010,59.015
대형,1.43,70.3,흰색,17.3,2005,50.264
소형,0.92,96.0,푸른색,20.0,2010,44.16
대형,1.36,81.9,초록색,13.5,2012,55.692
대형,1.33,81.3,검은색,7.5,2015,54.065
대형,1.37,81.2,붉은색,26.8,2017,55.622
소형,0.99,94.2,흰색,29.6,2005,46.629
소형,1.09,91.5,초록색,11.9,2012,49.868
중형,1.3,101.2,초록색,13.6,2013,65.78
소형,1.03,102.8,회색,19.1,2010,52.942
중형,1.3,92.1,회색,12.7,2020,59.865
소형,0.91,86.1,회색,9.9,2012,39.176
중형,1.12,96.6,푸른색,10.2,2013,54.096
대형,1.27,82.0,분홍색,9.2,2006,52.07
소형,0.95,101.3,검은색,24.7,2005,48.118
중형,1.18,106.8,흰색,9.1,2013,63.012
중형,1.06,116.5,푸른색,29.8,2007,61.745
대형,1.4,84.2,분홍색,12.6,2011,58.94
대형,1.33,89.3,회색,19.3,2005,59.385
소형,1.0,102.0,푸른색,25.3,2019,51.0
소형,1.07,107.2,회색,24.1,2005,57.352
대형,1.26,77.4,흰색,27.5,2019,48.762
소형,0.99,90.2,초록색,9.6,2009,44.649
소형,0.93,99.0,초록색,15.7,2007,46.035
소형,1.07,92.9,검은색,29.1,2011,49.702
소형,1.09,83.2,검은색,27.3,2009,45.344
소형,1.06,103.8,초록색,24.2,2012,55.014
소형,0.99,110.0,흰색,30.0,2012,54.45
소형,0.91,85.3,검은색,27.0,2017,38.812
중형,1.24,119.3,초록색,8.3,2021,73.966
소형,0.98,93.7,분홍색,9.3,2008,45.913
대형,1.45,79.9,분홍색,15.1,2014,57.928
중형,1.21,88.3,푸른색,11.1,2011,53.422
소형,1.07,103.9,푸른색,21.6,2010,55.587
소형,1.06,103.8,회색,29.1,2005,55.014
소형,0.94,82.4,푸른색,24.7,2016,38.728
소형,1.01,81.0,초록색,10.7,2020,40.905
대형,1.46,71.3,초록색,21.1,2013,52.049
중형,1.05,95.3,검은색,15.5,2015,50.033
대형,1.29,77.0,검은색,28.2,2016,49.665
중형,1.23,108.9,흰색,15.0,2016,66.974
소형,0.92,91.3,붉은색,17.8,2012,41.998
소형,1.06,93.0,초록색,27.5,2019,49.29
소형,0.99,91.3,푸른색,29.6,2006,45.194
대형,1.46,78.3,푸른색,27.1,2015,57.159
중형,1.13,123.0,푸른색,29.5,2005,69.495
대형,1.3,73.0,검은색,7.4,2009,47.45
중형,1.12,81.6,붉은색,24.7,2020,45.696
대형,1.42,89.1,분홍색,25.8,2018,63.261
소형,1.09,100.9,초록색,15.6,2007,54.991
대형,1.47,75.8,붉은색,11.5,2020,55.713
대형,1.31,87.5,붉은색,15.5,2017,57.312
중형,1.3,91.5,흰색,15.7,2011,59.475
소형,0.91,102.4,초록색,8.5,2020,46.592
중형,1.06,98.6,초록색,28.1,2018,52.258
소형,1.04,100.8,푸른색,11.1,2014,52.416
소형,1.08,89.5,붉은색,16.0,2016,48.33
중형,1.17,94.6,흰색,12.2,2017,55.341
대형,1.39,78.5,붉은색,15.7,2008,54.558
중형,1.12,96.5,회색,19.1,2015,54.04
대형,1.29,70.0,회색,22.3,2010,45.15
중형,1.07,121.5,검은색,23.8,2012,65.002
대형,1.32,79.4,검은색,22.7,2014,52.404
중형,1.23,124.2,붉은색,19.3,2018,76.383
소형,0.98,103.8,분홍색,24.3,2018,50.862
중형,1.07,104.8,초록색,16.8,2021,56.068
대형,1.31,76.0,회색,27.3,2014,49.78
대형,1.32,73.1,흰색,25.5,2009,48.246
소형,0.99,105.9,검은색,28.7,2014,52.421
소형,1.08,95.6,회색,29.2,2018,51.624
대형,1.28,74.9,초록색,23.9,2013,47.936
대형,1.45,76.7,검은색,28.4,2018,55.608
중형,1.21,98.0,회색,10.0,2015,59.29
중형,1.08,115.3,흰색,26.8,2007,62.262
대형,1.31,79.8,붉은색,17.9,2020,52.269
소형,1.0,103.2,흰색,14.1,2018,51.6
중형,1.17,97.4,분홍색,9.2,2013,56.979
중형,1.13,122.0,붉은색,7.8,2012,68.93
소형,0.91,90.1,푸른색,23.9,2010,40.996
소형,1.01,86.6,검은색,24.0,2006,43.733
소형,1.06,86.5,붉은색,24.5,2020,45.845
대형,1.4,81.9,회색,12.5,2021,57.33
중형,1.07,80.1,검은색,9.8,2006,42.854
중형,1.15,99.2,분홍색,15.3,2016,57.04
대형,1.4,79.0,초록색,27.1,2010,55.3
대형,1.42,84.4,흰색,16.6,2012,59.924
중형,1.09,117.9,회색,23.3,2017,64.256
소형,1.06,99.1,푸른색,12.6,2020,52.523
대형,1.34,73.6,푸른색,10.6,2019,49.312
중형,1.11,116.8,검은색,28.7,2021,64.824
대형,1.49,73.3,푸른색,11.5,2012,54.608
소형,0.95,90.0,검은색,25.5,2019,42.75
중형,1.14,99.9,흰색,28.1,2006,56.943
중형,1.19,113.2,흰색,13.8,2020,67.354
중형,1.26,83.2,흰색,26.8,2018,52.416
대형,1.35,86.0,검은색,21.5,2010,58.05
소형,1.1,104.6,회색,21.3,2017,57.53
중형,1.06,106.8,붉은색,17.9,2015,56.604
중형,1.22,100.4,붉은색,17.1,2005,61.244
중형,1.27,90.4,초록색,29.3,2006,57.404
중형,1.07,117.9,푸른색,26.8,2010,63.077
소형,0.9,104.3,회색,25.5,2012,46.935
중형,1.17,86.3,분홍색,8.5,2018,50.486
중형,1.16,96.4,분홍색,23.5,2021,55.912
소형,0.9,96.5,회색,23.5,2007,43.425
중형,1.1,106.7,회색,8.0,2014,58.685
대형,1.45,75.6,회색,16.8,2019,54.81
중형,1.06,103.4,분홍색,18.0,2018,54.802
대형,1.47,85.9,회색,7.2,2020,63.137
소형,0.99,104.4,푸른색,29.6,2015,51.678
대형,1.34,70.6,회색,29.4,2011,47.302
소형,1.09,106.2,흰색,28.3,2017,57.879
대형,1.34,81.2,회색,20.4,2021,54.404
소형,1.03,83.3,검은색,27.2,2021,42.9
중형,1.08,115.9,붉은색,27.8,2009,62.586
대형,1.26,77.6,흰색,14.3,2012,48.888
소형,1.01,87.5,흰색,11.9,2015,44.188
대형,1.42,75.7,푸른색,10.2,2015,53.747
중형,1.22,98.8,붉은색,20.6,2013,60.268
중형,1.14,97.4,회색,14.5,2011,55.518
대형,1.32,73.7,회색,13.4,2013,48.642
소형,0.93,98.7,푸른색,13.0,2007,45.896
중형,1.08,90.1,분홍색,12.6,2007,48.654
중형,1.27,114.1,분홍색,15.2,2016,72.454
소형,1.08,102.6,회색,16.1,2008,55.404
중형,1.3,106.7,흰색,7.5,2009,69.355
중형,1.11,109.0,흰색,18.2,2012,60.495
중형,1.23,85.0,푸른색,14.4,2016,52.275
대형,1.35,71.6,초록색,24.1,2011,48.33
소형,0.99,90.1,붉은색,8.1,2021,44.6
대형,1.48,72.4,분홍색,23.8,2013,53.576
대형,1.47,88.2,붉은색,9.7,2012,64.827
중형,1.23,102.1,푸른색,18.7,2010,62.792
소형,0.91,91.4,분홍색,19.9,2017,41.587
소형,0.91,92.9,붉은색,26.6,2016,42.27
대형,1.28,73.5,분홍색,20.2,2005,47.04
소형,0.91,87.4,흰색,28.2,2021,39.767
중형,1.19,115.2,회색,11.9,2011,68.544
소형,1.04,100.1,회색,7.9,2007,52.052
대형,1.32,82.6,검은색,14.2,2018,54.516
대형,1.42,77.3,붉은색,27.6,2010,54.883
소형,0.93,108.0,푸른색,10.6,2021,50.22
소형,1.02,100.4,분홍색,23.2,2008,51.204
소형,0.94,102.2,흰색,14.1,2008,48.034
대형,1.43,80.5,분홍색,20.0,2018,57.557
소형,0.91,97.5,흰색,18.1,2021,44.363
중형,1.06,100.5,회색,14.7,2020,53.265
대형,1.33,71.2,검은색,30.0,2012,47.348
중형,1.26,92.3,붉은색,14.4,2008,58.149
중형,1.2,114.8,분홍색,24.2,2015,68.88
대형,1.45,78.4,분홍색,28.4,2007,56.84
중형,1.2,102.6,분홍색,13.2,2019,61.56
소형,1.06,89.9,흰색,9.4,2016,47.647
대형,1.43,78.0,붉은색,23.6,2008,55.77
중형,1.23,115.3,분홍색,16.9,2012,70.91
대형,1.49,82.7,푸른색,26.6,2016,61.611
소형,1.0,107.7,초록색,16.0,2019,53.85
중형,1.11,106.4,흰색,10.4,2021,59.052
중형,1.13,109.0,붉은색,25.9,2020,61.585
소형,1.04,89.0,흰색,13.1,2019,46.28
소형,0.93,89.1,초록색,15.7,2019,41.432
중형,1.14,83.7,붉은색,11.8,2020,47.709
대형,1.45,85.7,분홍색,11.8,2012,62.133
중형,1.05,122.5,검은색,20.8,2018,64.312
소형,1.1,88.9,붉은색,24.3,2009,48.895
대형,1.38,79.0,분홍색,28.9,2016,54.51
대형,1.47,77.1,흰색,7.0,2020,56.669
소형,1.05,102.0,푸른색,29.0,2012,53.55
소형,0.93,98.7,푸른색,12.6,2005,45.896
중형,1.14,100.1,초록색,10.9,2006,57.057
소형,1.02,81.3,붉은색,19.4,2005,41.463
중형,1.07,111.8,초록색,23.3,2008,59.813
대형,1.43,87.7,초록색,21.4,2019,62.706
대형,1.45,80.6,초록색,8.3,2019,58.435
대형,1.27,71.8,검은색,18.0,2007,45.593
대형,1.39,70.3,회색,21.9,2017,48.858
중형,1.14,109.7,초록색,8.0,2008,62.529
대형,1.32,78.8,푸른색,23.4,2021,52.008
중형,1.05,113.9,붉은색,18.2,2006,59.798
소형,0.95,92.4,검은색,10.0,2014,43.89
대형,1.28,89.5,붉은색,26.8,2020,57.28
대형,1.45,71.2,붉은색,26.5,2012,51.62
중형,1.26,80.2,푸른색,19.9,2006,50.526
대형,1.41,77.9,초록색,22.2,2006,54.919
중형,1.25,109.8,분홍색,15.5,2007,68.625
중형,1.29,94.6,분홍색,20.2,2007,61.017
중형,1.25,94.1,붉은색,25.9,2015,58.813
소형,0.9,101.6,초록색,28.2,2010,45.72
소형,0.97,85.9,분홍색,8.4,2017,41.662
중형,1.29,80.4,분홍색,11.2,2020,51.858
중형,1.14,86.1,붉은색,9.0,2006,49.077
소형,1.01,80.6,초록색,19.7,2014,40.703
소형,0.93,102.1,붉은색,18.7,2013,47.477
대형,1.28,75.5,붉은색,7.1,2008,48.32
중형,1.22,102.0,붉은색,14.5,2013,62.22
소형,0.94,92.0,초록색,15.3,2006,43.24
대형,1.35,71.0,회색,17.8,2017,47.925
대형,1.41,79.9,분홍색,14.0,2005,56.33
중형,1.24,109.5,초록색,15.5,2010,67.89
소형,1.05,104.1,흰색,28.1,2006,54.653
소형,0.99,102.9,초록색,16.6,2017,50.936
중형,1.28,120.4,흰색,8.4,2013,77.056
대형,1.5,80.1,붉은색,12.0,2017,60.075
소형,1.08,109.5,붉은색,22.2,2008,59.13
중형,1.29,84.0,회색,27.0,2017,54.18
대형,1.31,70.5,붉은색,12.0,2018,46.178
소형,1.07,92.8,회색,15.3,2005,49.648
대형,1.37,71.1,초록색,18.8,2014,48.704
대형,1.48,81.6,검은색,22.0,2018,60.384
소형,1.09,109.3,흰색,7.1,2018,59.569
소형,0.92,95.9,흰색,11.3,2009,44.114
중형,1.08,102.5,회색,16.9,2021,55.35
대형,1.34,77.7,회색,9.4,2015,52.059
중형,1.19,89.4,흰색,28.6,2015,53.193
소형,0.96,87.3,흰색,7.5,2016,41.904
소형,1.02,102.3,검은색,25.7,2021,52.173
소형,1.08,94.9,흰색,12.9,2015,51.246
중형,1.28,114.5,푸른색,13.6,2020,73.28
중형,1.1,104.3,흰색,29.5,2009,57.365
대형,1.32,80.5,초록색,9.9,2016,53.13
대형,1.32,76.1,붉은색,17.9,2010,50.226
중형,1.2,95.2,붉은색,23.7,2012,57.12
중형,1.28,106.1,회색,28.1,2007,67.904
대형,1.32,81.0,회색,22.0,2016,53.46
소형,1.08,86.2,푸른색,8.4,2006,46.548
대형,1.37,85.6,붉은색,8.7,2006,58.636
중형,1.22,88.0,붉은색,20.6,2021,53.68
중형,1.1,84.6,분홍색,11.3,2006,46.53
소형,1.03,106.3,초록색,24.1,2021,54.745
대형,1.37,73.0,붉은색,9.0,2015,50.005
중형,1.3,108.2,붉은색,11.3,2007,70.33
소형,1.04,107.9,푸른색,25.8,2014,56.108
대형,1.49,75.8,분홍색,13.9,2010,56.471
소형,0.91,101.6,푸른색,16.7,2009,46.228
소형,1.07,101.1,붉은색,27.7,2020,54.089
중형,1.09,103.4,흰색,19.9,2009,56.353
중형,1.25,96.2,푸른색,26.0,2006,60.125
소형,0.9,104.1,검은색,7.5,2020,46.845
소형,1.06,100.0,푸른색,13.3,2015,53.0
소형,1.05,96.4,흰색,27.7,2014,50.61
소형,1.09,88.5,붉은색,21.3,2021,48.233
소형,1.09,88.8,분홍색,28.2,2012,48.396
대형,1.43,79.0,검은색,22.7,2009,56.485
대형,1.4,75.0,푸른색,25.2,2018,52.5
소형,1.05,83.2,붉은색,25.7,2017,43.68
대형,1.44,82.8,붉은색,23.7,2014,59.616
대형,1.34,77.7,초록색,18.1,2005,52.059
소형,0.9,87.4,회색,25.2,2018,39.33
대형,1.44,80.5,붉은색,28.7,2007,57.96
중형,1.13,102.0,초록색,21.3,2019,57.63
대형,1.42,80.9,흰색,18.9,2018,57.439
대형,1.49,75.2,검은색,12.6,2018,56.024
중형,1.22,95.3,붉은색,17.9,2018,58.133
중형,1.23,80.2,초록색,22.4,2007,49.323
대형,1.4,85.5,회색,11.2,2012,59.85
소형,0.98,97.3,푸른색,17.4,2011,47.677
중형,1.22,113.4,검은색,13.9,2010,69.174
중형,1.21,110.4,초록색,13.4,2018,66.792
대형,1.31,76.3,흰색,26.4,2007,49.977
소형,1.0,86.8,분홍색,27.1,2021,43.4
대형,1.33,73.8,푸른색,25.4,2009,49.077
소형,0.99,92.1,푸른색,9.2,2021,45.59
소형,1.05,104.3,흰색,29.7,2006,54.758
소형,0.99,103.3,붉은색,11.6,2016,51.134
소형,1.04,103.0,푸른색,18.6,2011,53.56
소형,1.03,85.4,검은색,11.8,2012,43.981
중형,1.26,91.2,검은색,26.1,2013,57.456
대형,1.48,78.5,초록색,23.9,2019,58.09
대형,1.46,72.0,흰색,25.1,2014,52.56
대형,1.42,80.8,흰색,8.0,2018,57.368
소형,0.93,109.0,흰색,10.1,2010,50.685
중형,1.27,85.8,붉은색,16.8,2020,54.483
중형,1.28,109.6,흰색,24.8,2013,70.144
대형,1.42,86.5,분홍색,30.0,2017,61.415
중형,1.09,115.6,흰색,28.3,2006,63.002
중형,1.05,84.4,분홍색,27.9,2020,44.31
대형,1.36,82.3,분홍색,14.1,2015,55.964
중형,1.2,97.8,초록색,11.5,2012,58.68
중형,1.3,96.0,붉은색,30.0,2010,62.4
대형,1.34,73.7,분홍색,27.0,2013,49.379
소형,1.06,84.9,붉은색,8.4,2014,44.997
중형,1.3,116.1,초록색,28.1,2019,75.465
대형,1.45,75.2,붉은색,27.6,2007,54.52
중형,1.15,88.0,초록색,18.3,2005,50.6
소형,1.0,94.5,분홍색,18.4,2021,47.25
대형,1.27,87.7,회색,8.7,2012,55.69
중형,1.08,87.8,흰색,14.8,2011,47.412
중형,1.17,120.1,흰색,7.4,2018,70.258
대형,1.42,70.7,푸른색,18.1,2005,50.197
소형,0.99,101.3,흰색,14.6,2018,50.144
대형,1.26,76.3,붉은색,29.5,2017,48.069
대형,1.26,89.6,분홍색,12.0,2010,56.448
중형,1.27,82.3,분홍색,22.9,2018,52.261
소형,1.0,99.7,회색,17.8,2011,49.85
중형,1.22,100.0,분홍색,27.3,2009,61.0
중형,1.28,80.6,분홍색,21.8,2015,51.584
소형,1.04,105.9,붉은색,7.9,2017,55.068
중형,1.24,123.6,푸른색,26.7,2011,76.632
대형,1.38,79.4,검은색,15.8,2020,54.786
소형,0.99,80.2,붉은색,20.3,2014,39.699
소형,1.04,93.8,검은색,29.8,2015,48.776
중형,1.06,83.4,붉은색,19.6,2016,44.202
소형,0.92,101.7,초록색,26.2,2011,46.782
대형,1.29,79.6,검은색,29.2,2005,51.342
중형,1.14,93.5,분홍색,21.7,2007,53.295
대형,1.29,84.2,분홍색,24.3,2019,54.309
대형,1.39,71.5,분홍색,26.6,2005,49.693
소형,0.94,102.9,초록색,24.9,2016,48.363
소형,1.05,91.5,푸른색,25.3,2019,48.038
소형,0.94,93.7,검은색,26.7,2011,44.039
소형,1.02,80.1,푸른색,23.0,2012,40.851
대형,1.32,89.6,초록색,7.6,2020,59.136
중형,1.21,85.0,초록색,11.0,2015,51.425
중형,1.28,93.7,초록색,14.9,2010,59.968
대형,1.47,76.8,분홍색,23.6,2013,56.448
소형,0.94,95.7,푸른색,23.4,2008,44.979
대형,1.43,89.7,흰색,28.8,2011,64.135
대형,1.39,88.0,분홍색,10.2,2010,61.16
중형,1.14,94.0,검은색,17.9,2020,53.58
중형,1.15,100.6,분홍색,27.4,2015,57.845
중형,1.25,124.6,붉은색,16.1,2010,77.875
대형,1.48,70.5,회색,23.6,2007,52.17
소형,0.96,99.9,푸른색,18.7,2012,47.952
중형,1.22,82.1,초록색,13.5,2019,50.081
중형,1.26,80.5,푸른색,8.2,2005,50.715
대형,1.4,87.3,흰색,10.2,2020,61.11
소형,0.96,87.6,흰색,27.8,2008,42.048
소형,1.08,88.3,검은색,18.7,2013,47.682
중형,1.12,111.0,회색,21.4,2012,62.16
소형,1.02,88.0,검은색,27.2,2006,44.88
중형,1.18,102.4,검은색,14.6,2018,60.416
소형,0.9,89.0,흰색,8.4,2017,40.05
대형,1.48,75.5,흰색,19.0,2007,55.87
소형,1.02,80.3,회색,25.3,2009,40.953
소형,1.01,95.7,흰색,7.8,2018,48.329
소형,1.07,87.4,검은색,28.0,2005,46.759
소형,0.94,106.7,초록색,16.5,2018,50.149
중형,1.28,123.1,붉은색,9.0,2012,78.784
중형,1.13,119.0,흰색,11.8,2018,67.235
대형,1.49,70.7,회색,21.7,2013,52.672
소형,0.96,100.5,초록색,11.9,2009,48.24
대형,1.33,72.6,흰색,16.9,2014,48.279
중형,1.09,98.5,흰색,25.9,2014,53.683
대형,1.4,88.6,검은색,10.9,2017,62.02
소형,1.06,80.8,초록색,12.7,2020,42.824
대형,1.34,72.1,회색,21.8,2014,48.307
대형,1.36,84.1,흰색,28.6,2017,57.188
소형,0.91,108.1,분홍색,16.2,2015,49.186
대형,1.47,84.9,흰색,29.8,2021,62.402
소형,1.06,82.3,흰색,20.7,2007,43.619
대형,1.33,76.0,초록색,16.1,2007,50.54
대형,1.38,83.7,분홍색,13.9,2007,57.753
중형,1.11,122.7,초록색,13.9,2011,68.099
대형,1.36,81.8,붉은색,30.0,2016,55.624
소형,1.04,92.1,검은색,13.6,2012,47.892
대형,1.36,78.2,분홍색,19.5,2018,53.176
대형,1.48,83.5,회색,17.3,2014,61.79
대형,1.5,84.9,붉은색,21.0,2013,63.675
대형,1.4,81.7,붉은색,22.5,2011,57.19
중형,1.23,104.5,푸른색,15.3,2013,64.267
중형,1.06,90.3,초록색,22.8,2006,47.859
중형,1.08,109.6,초록색,25.3,2020,59.184
중형,1.14,98.2,붉은색,12.0,2015,55.974
소형,1.02,87.0,붉은색,7.1,2009,44.37
소형,1.05,98.7,검은색,7.9,2008,51.818
소형,1.06,87.7,검은색,15.5,2012,46.481
대형,1.31,88.0,회색,17.0,2010,57.64
대형,1.32,80.6,초록색,17.8,2009,53.196
대형,1.4,78.5,푸른색,10.1,2017,54.95
소형,0.94,99.3,푸른색,11.6,2008,46.671
중형,1.05,111.1,초록색,14.0,2014,58.328
소형,1.1,90.1,붉은색,10.8,2008,49.555
중형,1.13,93.9,푸른색,28.3,2013,53.054
소형,0.95,87.2,푸른색,19.0,2019,41.42
중형,1.08,124.9,초록색,16.3,2017,67.446
소형,0.92,101.4,회색,19.4,2017,46.644
대형,1.49,84.8,회색,21.5,2020,63.176
중형,1.09,115.7,초록색,28.4,2007,63.057
중형,1.21,95.8,분홍색,29.9,2010,57.959
중형,1.13,93.0,분홍색,23.2,2005,52.545
중형,1.08,109.3,회색,22.8,2006,59.022
중형,1.22,90.2,초록색,20.0,2008,55.022
소형,1.05,107.0,푸른색,11.6,2012,56.175
대형,1.31,88.8,푸른색,24.0,2012,58.164
대형,1.49,87.1,푸른색,18.3,2012,64.89
소형,1.04,84.0,붉은색,23.7,2007,43.68
중형,1.24,98.6,초록색,27.4,2014,61.132
대형,1.34,83.1,흰색,10.3,2016,55.677
중형,1.11,100.9,흰색,21.3,2007,56.0
대형,1.49,84.6,붉은색,13.8,2014,63.027
대형,1.27,82.0,검은색,23.0,2019,52.07
대형,1.26,83.4,푸른색,8.2,2015,52.542
대형,1.39,82.7,검은색,27.3,2014,57.477
소형,0.96,101.1,붉은색,26.7,2009,48.528
대형,1.29,73.7,검은색,27.9,2005,47.537
중형,1.28,118.3,흰색,12.7,2019,75.712
대형,1.49,73.5,푸른색,12.6,2014,54.758
대형,1.37,77.4,검은색,29.3,2009,53.019
중형,1.29,122.5,흰색,8.4,2018,79.013
소형,0.94,91.5,검은색,8.3,2014,43.005
소형,1.07,92.0,붉은색,28.9,2008,49.22
소형,1.04,107.1,초록색,28.6,2010,55.692
대형,1.25,79.4,분홍색,16.0,2019,49.625
소형,0.99,86.8,흰색,10.5,2015,42.966
대형,1.28,86.4,푸른색,26.7,2018,55.296
중형,1.15,87.1,검은색,17.4,2008,50.083
중형,1.06,87.6,검은색,20.3,2009,46.428
소형,1.01,108.0,붉은색,14.9,2014,54.54
대형,1.46,83.3,분홍색,23.6,2019,60.809
대형,1.49,72.0,푸른색,22.6,2020,53.64
소형,1.02,95.9,붉은색,20.1,2014,48.909
대형,1.4,73.0,분홍색,24.1,2006,51.1
소형,0.93,109.9,푸른색,20.1,2005,51.104
대형,1.32,89.5,붉은색,7.0,2006,59.07
소형,1.0,103.7,검은색,16.4,2014,51.85
대형,1.48,83.6,초록색,28.5,2007,61.864
소형,1.02,97.9,초록색,26.0,2006,49.929
소형,1.09,96.6,검은색,16.2,2020,52.647
중형,1.06,120.0,초록색,18.2,2020,63.6
중형,1.09,123.0,푸른색,25.3,2012,67.035
중형,1.23,114.1,회색,27.5,2009,70.172
소형,0.91,108.0,붉은색,21.6,2014,49.14
중형,1.14,90.7,분홍색,10.9,2005,51.699
소형,1.07,102.6,검은색,20.5,2010,54.891
중형,1.08,90.0,검은색,23.8,2020,48.6
소형,0.95,88.9,푸른색,21.2,2010,42.228
중형,1.28,108.3,회색,18.3,2009,69.312
소형,0.95,104.3,분홍색,22.1,2008,49.543
대형,1.44,84.7,분홍색,11.1,2014,60.984
대형,1.35,82.0,검은색,15.6,2018,55.35
소형,0.94,106.7,분홍색,12.4,2016,50.149
중형,1.19,110.1,푸른색,19.2,2008,65.51
중형,1.08,80.2,분홍색,8.5,2011,43.308
대형,1.34,73.7,붉은색,25.1,2006,49.379
중형,1.17,116.4,검은색,9.3,2012,68.094
대형,1.5,77.6,회색,17.2,2006,58.2
소형,1.04,104.8,푸른색,26.1,2017,54.496
중형,1.11,111.3,초록색,19.2,2015,61.772
대형,1.35,80.5,회색,17.1,2014,54.338
소형,0.92,109.1,흰색,23.7,2013,50.186
대형,1.32,84.6,검은색,17.7,2019,55.836
중형,1.22,103.2,푸른색,29.9,2014,62.952
소형,0.92,86.1,분홍색,11.5,2018,39.606
소형,1.05,95.5,검은색,11.2,2011,50.138
